#{"t_start": 1666814757.230863, "env_id": "smb-up-right-v0"}
r,l,t 
554.691742,28,29379.069738
552.19936,28,29382.129091
559.460739,28,29384.852417
544.001453,28,29388.518262
550.064429,28,29392.33306
572.857083,28,29396.09187
551.894525,28,29399.151454
555.467346,28,29401.977014
67.230165,6,29403.567064
558.523537,28,29406.930253
551.869548,28,29410.143957
554.612836,28,29413.345812
79.662329,7,29414.556286
51.667113,5,29416.335563
556.052305,28,29419.429782
558.588164,28,29422.707344
553.704977,28,29426.341927
84.843093,7,29427.768928
555.921027,28,29430.511686
551.973685,28,29433.617732
557.767029,28,29436.934507
560.005461,28,29440.909252
557.417279,28,29444.636659
79.982864,7,29446.134651
553.251979,28,29449.633925
555.858542,28,29452.648436
84.306579,7,29454.771676
557.651496,28,29458.194195
551.663571,28,29461.652496
549.150288,28,29464.702215
667.247097,28,29467.807483
556.215656,28,29471.071331
557.308575,28,29474.291357
556.014122,28,29476.944475
555.081829,28,29479.923357
554.763956,28,29483.153432
551.878584,28,29485.923649
553.145279,28,29489.081916
82.839552,7,29490.797992
558.239661,28,29493.882955
557.092722,28,29497.347645
551.916662,28,29500.512738
554.773917,28,29503.145932
552.8763,28,29506.392054
554.096058,28,29509.179143
552.793286,28,29512.189981
550.223357,28,29516.430953
71.171817,7,29517.687629
82.82771,7,29519.334628
547.421498,28,29522.272823
55.877392,5,29523.410839
553.925636,28,29526.280328
556.799891,28,29529.425617
557.494662,28,29533.161668
556.119587,28,29536.727284
555.166831,28,29539.510571
548.360595,28,29541.962664
79.143523,7,29543.501094
78.384928,7,29544.991946
554.302175,28,29548.334428
558.649225,28,29550.995955
557.664308,28,29553.552345
77.057147,7,29554.88129
556.930744,28,29558.109595
76.864458,7,29559.377093
557.054445,28,29562.735431
550.177529,28,29566.447023
84.068365,7,29568.111859
81.834612,7,29569.625742
79.89489,7,29570.949772
549.447367,28,29574.230455
67.6105,6,29575.548708
79.6198,7,29576.950783
66.408296,6,29578.462623
556.772668,28,29581.993947
80.557058,7,29583.354457
552.215601,28,29586.285444
552.00408,28,29589.062024
83.886022,7,29590.612943
549.022945,28,29593.567783
556.988265,28,29623.774793
553.745336,28,29627.073128
551.357296,28,29631.166843
550.153095,28,29633.908731
79.412129,7,29635.245833
558.655025,28,29638.850144
9.565836,1,29639.934979
548.516468,28,29643.251925
557.825403,28,29646.470924
549.153965,28,29648.857829
557.124908,28,29651.381438
557.913371,28,29654.697646
556.741893,28,29657.902148
555.634761,28,29661.16372
553.605149,28,29663.993034
86.140806,7,29665.605766
81.280209,7,29667.267725
555.617121,28,29670.734225
554.42644,28,29673.650065
44.034244,4,29674.761275
9.544473,1,29676.040757
553.557471,28,29679.038062
545.644688,28,29682.84891
83.385176,7,29685.625118
79.22933,7,29687.020982
79.735601,7,29688.426306
551.09426,28,29691.949122
554.072086,28,29695.927747
549.563023,28,29698.393578
76.727011,7,29699.764904
550.536591,28,29702.508899
557.02529,28,29706.17341
552.179482,28,29708.94025
558.157378,28,29712.024954
558.699104,28,29715.5025
549.861632,28,29718.279915
80.48193,7,29719.956455
557.243081,28,29723.03386
559.267322,28,29727.102318
555.30199,28,29730.044836
552.407326,28,29732.733406
79.340001,7,29734.015968
68.402598,6,29735.663799
559.288276,28,29739.265152
552.384902,28,29742.131495
83.205421,7,29743.676333
77.783667,7,29745.068829
553.381817,28,29748.470009
549.878174,28,29752.046025
553.382065,28,29754.974637
556.284334,28,29758.004061
77.533788,7,29759.301083
84.375169,7,29760.579057
561.629078,28,29764.081086
553.59735,28,29767.772549
78.937118,7,29769.328943
549.881823,28,29772.334065
550.110487,28,29775.590054
556.669372,28,29778.242588
556.685753,28,29781.120811
554.844419,28,29784.488843
558.647418,28,29787.51233
552.707891,28,29790.976753
554.881562,28,29793.900857
554.883467,28,29797.217424
550.927073,28,29800.406635
556.475181,28,29803.57849
78.494261,7,29805.106402
557.838013,28,29809.016207
68.101162,6,29810.425223
548.834377,28,29814.059466
556.149418,28,29817.618314
80.076279,7,29818.859433
555.071788,28,29821.743455
554.22312,28,29825.037854
548.323157,28,29828.764447
550.419513,28,29832.028756
554.900916,28,29835.333179
555.874459,28,29838.322172
547.160828,28,29841.406257
544.110317,28,29844.326633
553.6259,28,29847.310696
79.591922,7,29848.58165
555.866051,28,29851.54317
552.336888,28,29854.834163
547.094543,28,29857.642122
554.647103,28,29860.958546
553.47934,28,29864.840321
558.289781,28,29868.298918
80.498982,7,29869.887225
556.312714,28,29873.331549
556.336273,28,29876.543207
554.505743,28,29879.59379
553.368812,28,29884.576728
551.874932,28,29887.104547
80.041934,7,29888.483311
556.441763,28,29891.80302
550.408283,28,29894.900697
556.219337,28,29897.447056
555.157593,28,29900.384688
59.111023,5,29901.656381
559.211458,28,29904.928618
549.015477,28,29908.106972
562.155318,28,29911.104897
556.152422,28,29914.505389
554.682315,28,29917.446493
549.166806,28,29920.58779
549.126612,28,29923.188962
67.904456,6,29926.332386
69.952363,6,29927.80385
542.401376,28,29931.385932
554.84156,28,29934.686783
554.229571,28,29937.685439
556.316799,28,29940.811608
554.679727,28,29944.10588
555.287338,28,29947.836075
556.219173,28,29950.805514
555.693961,28,29954.476539
557.925145,28,29957.973931
79.641269,7,29959.300269
556.603548,28,29962.065623
544.448347,28,29965.129128
553.462267,28,29968.454111
79.318733,7,29969.729033
553.247865,28,29972.925557
550.724428,28,29976.6799
556.504567,28,29980.205373
549.083468,28,29983.806722
551.091969,28,29987.44252
556.615402,28,29991.012846
559.88447,28,29993.592489
556.632763,28,29996.56063
556.945361,28,30000.068139
553.885537,28,30003.125366
550.587099,28,30005.841849
549.595705,28,30009.700457
552.750212,28,30012.694501
545.880588,28,30015.979525
550.909045,28,30019.958394
81.373738,7,30022.143729
553.617,28,30025.332944
552.619951,28,30028.727522
550.258745,28,30032.236981
545.187511,28,30034.826408
32.360203,3,30036.189562
545.605522,28,30039.277181
547.075242,28,30042.37203
552.269585,28,30046.703468
551.098518,28,30050.740396
549.481914,28,30054.764736
556.757419,28,30057.925274
549.555627,28,30061.773277
557.869241,28,30065.26879
554.076952,28,30068.077749
556.229297,28,30071.206884
544.655466,28,30075.156304
555.11328,28,30078.161934
556.06809,28,30082.192585
554.967104,28,30085.375676
79.267765,7,30086.733216
80.300023,7,30088.206452
64.57707,6,30090.546216
556.801975,28,30093.830561
550.912322,28,30096.211364
556.843665,28,30099.628113
11.244706,1,30100.81454
560.536181,28,30105.356974
554.543869,28,30108.887434
553.292604,28,30111.752086
553.059795,28,30115.018657
556.101972,28,30118.058315
553.730985,28,30121.330864
550.852189,28,30124.170175
557.789879,28,30127.57907
554.188993,28,30130.811228
556.939546,28,30134.087097
54.006665,5,30135.264843
549.017614,28,30138.377864
554.027749,28,30141.893075
80.11954,7,30143.248795
555.845368,28,30146.149902
553.008016,28,30149.955743
556.244181,28,30154.062007
557.475887,28,30157.751107
557.636231,28,30161.143709
555.718423,28,30164.4612
542.635089,28,30169.059062
549.928071,28,30171.929089
547.19595,28,30174.337697
552.658143,28,30177.620131
557.878576,28,30180.744612
20.028441,2,30181.907597
548.611755,28,30185.268317
552.987301,28,30188.253038
555.454607,28,30191.471713
556.028677,28,30195.273613
547.629715,28,30197.877017
74.742954,7,30199.15787
556.03199,28,30202.234384
545.095056,28,30205.159363
555.750927,28,30208.714
556.668711,28,30211.931546
78.210521,7,30213.301726
77.560871,7,30214.570028
554.479687,28,30218.004925
559.074846,28,30221.024153
545.088273,28,30225.38178
554.489643,28,30229.105199
557.757054,28,30232.462253
555.825618,28,30235.492422
558.808584,28,30238.960447
557.720855,28,30242.566915
555.933127,28,30245.833211
554.366682,28,30249.003273
552.889844,28,30251.777092
76.650819,7,30253.084051
557.861677,28,30256.372306
556.032631,28,30259.371246
554.56557,28,30261.972443
10.872008,1,30290.154804
558.502625,28,30293.412412
556.467818,28,30296.914036
554.974468,28,30300.520997
554.65143,28,30303.185098
544.86063,28,30306.581749
556.367637,28,30309.926471
557.857166,28,30312.988204
553.627062,28,30316.158644
549.330352,28,30319.093067
555.056837,28,30322.20937
553.451376,28,30324.748435
558.503621,28,30328.079005
79.329899,7,30329.586267
556.262675,28,30332.577589
79.224244,7,30334.153576
556.551878,28,30336.80148
557.141607,28,30340.563233
552.814659,28,30344.082165
68.359718,6,30345.514279
554.577795,28,30351.190044
556.392935,28,30354.364187
549.864974,28,30357.140658
548.068866,28,30360.36053
556.612908,28,30363.715362
547.936488,28,30366.328422
550.794856,28,30369.846128
555.842468,28,30373.4508
553.559044,28,30376.968025
79.475106,7,30378.283746
560.256158,28,30381.269114
12.445893,1,30382.808964
554.556352,28,30385.786153
558.887145,28,30389.237423
79.596365,7,30390.71642
556.9803,28,30394.091205
548.481152,28,30397.625731
556.170731,28,30400.392761
555.732338,28,30402.867015
549.196128,28,30408.133619
79.260937,7,30409.427245
558.299075,28,30412.329229
555.614742,28,30415.385487
10.55296,1,30416.823353
85.441926,7,30419.336951
556.265166,28,30422.58261
79.280179,7,30423.869066
558.174451,28,30427.451258
555.326192,28,30431.358484
553.134106,28,30434.562778
72.958652,6,30435.77235
555.773334,28,30438.709071
552.175055,28,30442.007526
555.833324,28,30445.404148
559.033526,28,30448.898584
545.893106,28,30452.035723
557.803248,28,30455.037938
552.135274,28,30458.225343
83.833805,7,30459.517194
549.37304,28,30462.258685
543.867236,28,30465.949007
552.824631,28,30469.729589
78.876103,7,30471.02712
550.118144,28,30473.909735
558.356825,28,30477.007069
551.885433,28,30480.228601
553.090209,28,30483.672624
557.55825,28,30487.453777
555.630838,28,30490.294479
552.644208,28,30493.253618
545.434604,28,30496.226019
551.816177,28,30499.161505
77.209883,7,30500.410917
555.236937,28,30503.732781
553.901065,28,30506.505242
81.355013,7,30508.186972
553.336505,28,30511.407652
556.621507,28,30514.633231
80.358155,7,30515.946077
546.389626,28,30519.502547
555.385552,28,30522.660436
543.511464,28,30526.270847
549.422306,28,30530.412361
79.289285,7,30532.042774
555.84654,28,30535.47086
555.433308,28,30538.584435
557.995221,28,30541.600265
80.036455,7,30543.033622
556.945081,28,30547.429654
553.112108,28,30550.803656
550.295924,28,30554.933899
78.926643,7,30556.370961
76.883927,7,30557.703796
9.22503,1,30580.192115
79.22332,7,30581.486111
554.164225,28,30584.429835
547.783025,28,30587.260411
553.50046,28,30591.056409
551.718358,28,30593.598847
557.183186,28,30596.484375
555.800052,28,30600.252708
556.525132,28,30603.498454
557.422034,28,30606.982332
79.180606,7,30608.502051
553.917711,28,30611.580798
554.134671,28,30614.655781
552.290285,28,30618.690614
80.197458,7,30620.689965
552.694275,28,30623.890712
548.553386,28,30627.110538
554.696735,28,30630.169139
553.381028,28,30633.131892
556.873946,28,30636.682731
80.177931,7,30638.252438
555.09131,28,30641.355331
556.910862,28,30644.153266
80.222653,7,30645.602766
548.235973,28,30649.496827
553.761722,28,30652.608409
555.810342,28,30655.75392
544.188432,28,30659.429254
555.337218,28,30662.205823
555.236891,28,30665.31776
553.940974,28,30669.15575
80.30579,7,30671.504437
558.433411,28,30674.752725
556.594687,28,30677.409982
555.17077,28,30680.370242
555.275119,28,30683.888437
74.881493,7,30685.6195
556.898912,28,30689.043993
555.848158,28,30692.765303
547.775214,28,30695.709809
549.675279,28,30698.921198
554.443029,28,30703.381583
78.148074,7,30704.730782
553.507249,28,30709.12999
82.546274,7,30710.54358
78.783519,7,30711.813121
557.531285,28,30714.973793
556.12045,28,30718.059373
57.391671,5,30719.904147
558.643463,28,30723.176162
552.3919,28,30725.832263
556.580222,28,30728.799215
552.703775,28,30731.85726
558.874444,28,30735.197651
556.822999,28,30739.045257
550.339589,28,30741.788168
554.701086,28,30745.011744
549.280992,28,30747.66452
45.854605,4,30749.308213
550.643137,28,30752.555407
555.422079,28,30755.43914
550.367381,28,30758.802251
549.299006,28,30761.42005
555.294833,28,30765.511993
82.363373,7,30766.878338
76.758974,7,30768.560683
560.429474,28,30771.315124
557.462595,28,30774.601632
80.412924,7,30775.844403
559.187824,28,30779.471671
557.03535,28,30782.82019
77.694156,7,30784.408131
557.020862,28,30787.624464
552.92102,28,30790.399775
84.501918,7,30791.831077
557.243262,28,30794.613519
559.385224,28,30824.128688
68.169966,6,30825.427841
547.782109,28,30828.570103
557.330496,28,30831.950837
556.34316,28,30835.149406
555.90365,28,30838.547486
549.163881,28,30841.409317
549.54608,28,30844.274387
552.921412,28,30847.055974
79.537276,7,30848.415124
542.759581,28,30851.814547
550.487627,28,30855.450954
69.674459,7,30856.681267
551.703018,28,30859.819671
79.892355,7,30861.161104
556.071273,28,30864.558294
550.869089,28,30867.676511
557.415511,28,30870.709412
545.471968,28,30873.692597
553.190673,28,30876.680921
558.659144,28,30879.254309
555.947618,28,30882.689352
549.845748,28,30885.9288
552.707065,28,30889.355531
13.086375,1,30890.776668
552.923377,28,30894.370538
555.590259,28,30897.673177
555.44317,28,30901.316041
554.044563,28,30903.919038
555.297133,28,30907.907973
81.904968,7,30909.316868
549.041424,28,30912.66358
80.227215,7,30914.07152
556.171888,28,30917.834929
551.329515,28,30920.814817
556.03717,28,30924.117481
554.952332,28,30927.318737
83.993191,7,30929.028209
556.445517,28,30931.723592
80.594311,7,30933.03819
556.090607,28,30935.944871
549.386752,28,30939.506374
548.702514,28,30942.16177
75.56599,7,30943.451371
551.61083,28,30947.308482
554.515815,28,30950.413591
558.164941,28,30954.490294
557.826798,28,30957.828991
566.878747,28,30960.907256
82.446589,7,30962.404853
546.463785,28,30966.793299
80.016385,7,30968.081468
80.516265,7,30969.329144
562.84745,28,30972.436445
551.049917,28,30976.746288
582.310622,28,30980.045443
556.191542,28,30983.251598
79.770318,7,30984.901079
547.292597,28,30987.858769
556.768355,28,30990.549463
556.914492,28,30993.191013
557.834018,28,30997.25099
556.35127,28,31000.626153
85.297047,7,31002.005065
553.221057,28,31005.466519
556.524264,28,31008.581408
557.561346,28,31012.957064
557.495629,28,31016.204186
74.010243,6,31017.606772
544.741269,28,31021.285418
556.382984,28,31024.244717
555.654762,28,31027.613063
79.058579,7,31029.183556
549.41007,28,31032.758608
556.513692,28,31035.913968
555.540814,28,31039.222211
555.138261,28,31042.303772
84.141263,7,31044.36647
552.729185,28,31047.9257
84.168916,7,31049.743039
545.704504,28,31054.030298
52.50191,5,31055.252536
552.321608,28,31058.426652
543.241003,28,31061.493697
551.860122,28,31065.676389
557.493411,28,31069.128199
547.150426,28,31071.530632
12.184913,1,31072.94886
551.938323,28,31076.068755
555.567366,28,31079.704931
547.392946,28,31081.881926
549.21083,28,31085.198981
79.937766,7,31086.744118
78.768236,7,31088.04734
554.798212,28,31092.067611
548.2543,28,31094.958815
79.053536,7,31096.242744
553.096016,28,31099.33179
555.476493,28,31102.195855
553.37779,28,31105.277318
555.610576,28,31108.81715
553.443697,28,31112.216117
553.524235,28,31115.123213
550.953006,28,31118.10671
79.818771,7,31119.452695
556.535363,28,31121.840107
81.602462,7,31123.458776
558.59424,28,31127.640242
555.192419,28,31130.82974
554.847794,28,31160.558327
79.758459,7,31161.855541
554.374143,28,31164.977334
556.854833,28,31168.458825
81.712189,7,31170.680325
553.396928,28,31173.615748
542.100653,28,31176.456857
556.214472,28,31179.736597
554.808501,28,31183.166585
65.652998,6,31184.600255
554.431176,28,31188.200542
45.308313,4,31189.369374
552.130092,28,31192.299943
554.142914,28,31195.271169
547.566973,28,31225.046742
553.127893,28,31228.513605
554.213747,28,31231.648038
79.913076,7,31233.314461
552.135315,28,31236.046143
555.330914,28,31239.360902
559.011517,28,31243.297989
554.88871,28,31246.257882
551.850492,28,31250.12855
553.353415,28,31253.744232
76.416828,7,31255.060634
559.166046,28,31258.053762
555.58335,28,31261.229436
558.016002,28,31264.405213
554.547733,28,31267.157797
554.394449,28,31270.457189
554.827926,28,31273.771362
552.132663,28,31277.256185
553.955585,28,31280.199091
552.771846,28,31283.166248
555.815262,28,31286.596877
556.736211,28,31289.743909
68.054305,6,31291.242661
554.593131,28,31294.528597
85.6913,7,31295.889997
550.993342,28,31298.758541
556.571916,28,31301.6893
548.107261,28,31304.740284
553.410334,28,31308.013104
558.928883,28,31311.423004
555.865543,28,31314.568029
555.34864,28,31318.214958
553.049485,28,31321.154956
556.589402,28,31323.990725
549.703687,28,31327.359082
553.969747,28,31330.586707
545.034816,28,31334.376619
80.923802,7,31336.028183
78.390553,7,31337.356193
555.766039,28,31340.17879
554.916755,28,31343.017733
557.680966,28,31346.062992
553.885444,28,31349.336183
554.432178,28,31352.761218
554.531239,28,31355.553344
557.124097,28,31358.755883
558.10757,28,31362.399651
558.782702,28,31366.212431
553.441385,28,31369.19109
550.764835,28,31372.189605
556.479217,28,31374.985941
546.354595,28,31378.194923
553.885574,28,31381.241332
553.21032,28,31385.873594
557.330301,28,31389.347319
32.877442,3,31390.787371
556.368369,28,31394.38801
550.560961,28,31396.942792
9.249063,1,31398.403363
555.80528,28,31401.561445
556.96638,28,31404.652828
81.970055,7,31406.191469
558.076078,28,31409.558293
563.68866,28,31412.748525
59.974326,5,31414.062788
78.674925,7,31416.250239
544.290596,28,31419.219993
555.026326,28,31422.516739
555.821479,28,31426.045383
547.782014,28,31429.396106
549.673248,28,31432.244318
544.186439,28,31435.098701
556.266224,28,31438.330119
547.781489,28,31441.519723
554.527116,28,31444.419586
557.134485,28,31447.611933
555.530457,28,31450.617575
69.257306,6,31452.610801
556.116533,28,31455.998455
79.666353,7,31457.623884
80.777242,7,31459.159551
546.879983,28,31463.521697
563.327066,28,31466.763393
554.575953,28,31469.729003
559.882078,28,31473.748698
77.067485,7,31475.178698
66.640829,6,31476.702581
552.164917,28,31481.469286
548.829355,28,31484.861232
555.496313,28,31489.64399
557.917251,28,31492.309599
555.255843,28,31495.597263
556.079143,28,31498.935763
553.682296,28,31501.930301
545.523475,28,31504.741155
550.599652,28,31508.256368
84.681889,7,31509.837485
555.739028,28,31512.743449
552.17681,28,31515.886887
548.652509,28,31518.765394
555.18847,28,31521.681041
554.250771,28,31525.336815
551.25757,28,31528.18431
551.530986,28,31530.77757
551.542112,28,31533.610232
551.529567,28,31536.449461
553.90313,28,31540.014611
80.275826,7,31541.603296
556.068305,28,31544.648033
542.461604,28,31547.719283
542.882052,28,31552.849692
555.875341,28,31556.294486
557.823523,28,31559.724626
559.215725,28,31562.612855
555.485133,28,31565.402197
558.371417,28,31569.008568
558.960013,28,31572.346987
551.457141,28,31575.184874
57.092175,5,31576.49391
79.130769,7,31577.876625
552.712005,28,31582.022086
551.198045,28,31586.134199
558.522796,28,31589.248865
79.701653,7,31590.549141
557.508176,28,31593.379839
556.698695,28,31597.120657
552.846079,28,31600.051274
555.975916,28,31603.530181
552.856808,28,31606.980468
81.934563,7,31608.597292
558.645463,28,31612.439784
545.879157,28,31615.662743
552.587269,28,31618.990439
79.38718,7,31620.523535
555.530565,28,31623.642326
80.582328,7,31625.241544
79.220115,7,31626.615289
556.349323,28,31629.864799
551.69837,28,31633.003881
556.974158,28,31636.870587
23.791271,2,31638.027016
555.46767,28,31641.208557
556.879476,28,31644.314174
78.033428,7,31645.65086
557.950327,28,31648.860605
557.144329,28,31652.287436
556.163443,28,31655.308268
555.431926,28,31658.311366
550.716092,28,31660.915425
558.918659,28,31664.89863
558.758624,28,31668.440459
556.33105,28,31671.759369
558.937368,28,31674.955414
78.835316,7,31676.28317
556.939998,28,31679.794108
556.457251,28,31683.505016
80.048136,7,31685.098073
557.693499,28,31688.420488
547.380793,28,31691.126383
554.935866,28,31694.123549
547.504685,28,31697.371499
82.560751,7,31698.977996
77.380706,7,31700.574605
553.445518,28,31703.42372
44.439233,4,31704.611174
548.276641,28,31707.278104
553.31718,28,31710.080412
66.995748,6,31711.282252
79.92528,7,31713.30512
82.909156,7,31714.863203
555.69896,28,31717.88502
553.762757,28,31720.504033
80.537208,7,31721.887989
551.042247,28,31725.365047
553.383813,28,31728.630955
556.860233,28,31732.161012
551.948338,28,31735.581308
555.936339,28,31738.929616
553.466284,28,31742.175518
547.782321,28,31745.523218
550.608158,28,31748.499728
554.647306,28,31751.925309
553.533511,28,31755.119161
556.835179,28,31757.89322
77.129931,7,31759.471849
556.665101,28,31762.815204
559.145417,28,31765.973152
558.021463,28,31768.912458
557.633995,28,31772.32626
555.835662,28,31776.439554
555.967466,28,31779.371155
553.118986,28,31782.803734
80.28146,7,31784.208018
558.391126,28,31787.651319
556.752775,28,31790.619359
555.68244,28,31793.936787
77.258927,7,31795.243564
558.316959,28,31798.639703
555.801933,28,31801.218053
553.440977,28,31804.20877
554.40025,28,31807.559681
552.438651,28,31810.544778
552.059787,28,31813.650253
546.919575,28,31817.024786
78.576743,7,31818.485055
547.19655,28,31821.346062
79.372211,7,31822.650651
559.15726,28,31825.690081
554.51813,28,31828.835332
545.592686,28,31831.98897
79.968465,7,31833.294491
556.518882,28,31837.007945
556.421165,28,31840.080628
558.089644,28,31842.691187
556.6516,28,31846.568115
69.663517,6,31848.039204
557.41902,28,31851.686735
555.440556,28,31854.945365
82.216219,7,31856.530856
554.237184,28,31859.853523
551.169254,28,31863.017668
557.04369,28,31866.29113
557.695862,28,31869.979574
79.74971,7,31871.271202
553.780926,28,31874.503983
551.631539,28,31877.810217
556.08866,28,31882.799782
79.650013,7,31884.045142
554.051905,28,31887.755087
80.872181,7,31889.172591
550.200558,28,31892.120835
84.258309,7,31893.622039
560.810769,28,31896.94085
555.116173,28,31899.695621
59.93728,5,31900.884606
551.008655,28,31905.060478
555.614471,28,31908.781296
552.829255,28,31911.379597
82.131191,7,31912.934119
556.765732,28,31915.515163
559.733416,28,31919.04507
544.932267,28,31922.339757
549.774578,28,31924.875269
9.228024,1,31925.941285
82.077317,7,31927.460309
11.483794,1,31928.496584
80.502453,7,31930.003635
559.665319,28,31933.287273
84.919518,7,31935.005308
549.556237,28,31938.397234
556.841986,28,31941.16622
558.655134,28,31944.414834
545.489356,28,31947.546943
553.51509,28,31950.660359
554.515327,28,31953.980359
557.329457,28,31957.404279
557.112623,28,31959.977685
566.004881,28,31963.235806
562.404084,28,31969.4268
554.174921,28,31973.232429
80.603294,7,31974.468381
80.169509,7,31976.125996
555.545884,28,31979.023081
552.08143,28,31982.130939
46.233734,4,31983.474452
558.923836,28,31988.295414
555.035753,28,31990.756736
557.02075,28,31994.013729
550.212627,28,31996.830606
553.086626,28,31999.820749
549.446934,28,32002.511703
556.177956,28,32005.722519
555.921543,28,32008.597216
79.704637,7,32009.91124
557.510501,28,32013.523474
549.325211,28,32016.479094
551.176132,28,32019.477789
553.277065,28,32022.612319
555.476334,28,32026.252809
552.063305,28,32029.668852
558.15134,28,32033.241735
553.212927,28,32035.867537
80.839524,7,32037.175903
554.194146,28,32040.308205
542.73771,28,32044.068276
559.375867,28,32047.619617
560.070896,28,32050.984297
555.793401,28,32054.949601
553.293407,28,32057.723754
557.464514,28,32061.175633
45.646506,4,32062.858371
556.956767,28,32066.034817
547.909785,28,32068.84334
54.709433,5,32070.116094
79.621254,7,32071.530806
548.589094,28,32074.615379
559.10316,28,32077.536213
550.616482,28,32080.61726
555.258616,28,32083.790582
554.653624,28,32087.227928
550.566132,28,32090.392941
557.552551,28,32093.729648
542.204502,28,32097.091898
75.949014,7,32098.471693
84.345819,7,32099.993449
555.59865,28,32103.008481
556.532315,28,32106.143483
557.514575,28,32109.335181
66.787851,6,32110.730622
82.059041,7,32112.378582
550.385626,28,32115.07265
549.696081,28,32119.541565
556.420566,28,32122.494646
555.487922,28,32126.185688
556.4423,28,32129.155809
557.51248,28,32132.937676
554.582116,28,32135.761294
557.889106,28,32139.00357
82.808911,7,32140.451867
546.647402,28,32143.228111
551.734348,28,32146.401402
33.815388,3,32148.110157
554.431884,28,32151.275777
558.217128,28,32154.887323
552.751628,28,32158.104736
557.151942,28,32161.066037
81.509606,7,32162.392517
557.821547,28,32165.639168
554.331329,28,32168.379291
554.472532,28,32171.629392
557.599457,28,32174.6064
554.72396,28,32177.759084
552.334156,28,32180.691916
554.400831,28,32183.82988
66.854627,6,32185.227194
9.187122,1,32186.479007
554.400163,28,32189.511856
558.528631,28,32192.794657
557.270895,28,32195.844574
555.43046,28,32198.763549
557.547621,28,32201.733636
556.86931,28,32205.260517
555.621789,28,32208.869949
555.506,28,32212.057404
85.412927,7,32213.647613
554.169926,28,32216.650748
78.916229,7,32218.305511
84.248792,7,32219.570925
557.577594,28,32223.108001
549.903652,28,32225.96184
79.524832,7,32227.398844
555.016068,28,32230.823914
556.978005,28,32234.075319
550.983484,28,32239.593423
55.404604,5,32241.925591
82.835454,7,32243.389422
549.06883,28,32246.07798
68.511523,6,32247.298095
558.179666,28,32251.776298
554.412679,28,32255.298129
556.860344,28,32284.940803
551.712431,28,32288.187825
84.342073,7,32289.611551
552.215526,28,32292.767471
552.71319,28,32296.586578
583.111201,28,32299.750129
558.106552,28,32302.674011
555.697015,28,32305.928028
551.611011,28,32308.560443
79.610286,7,32309.853764
74.843326,6,32311.151322
554.950757,28,32313.882676
79.327738,7,32316.047277
556.466585,28,32319.115958
549.206121,28,32322.347933
79.618602,7,32323.671847
557.316537,28,32326.852634
550.90883,28,32329.89879
554.804818,28,32333.263802
9.654339,1,32335.853874
553.248105,28,32338.771279
9.543471,1,32340.545314
557.114508,28,32343.739129
552.267888,28,32347.001929
555.092537,28,32349.914433
553.408276,28,32353.545814
80.976084,7,32354.879983
553.577195,28,32358.92331
551.041656,28,32362.147983
546.819305,28,32365.425202
8.949928,1,32366.610668
58.422959,5,32367.866208
556.381248,28,32370.483529
76.495497,7,32371.751584
543.816112,28,32374.898283
80.216815,7,32376.292238
547.96747,28,32379.800156
553.862855,28,32382.996656
80.948869,7,32385.247344
553.239679,28,32388.398259
548.496106,28,32392.013782
552.543568,28,32394.437123
80.068098,7,32395.686783
554.516644,28,32398.572611
555.97693,28,32401.628682
548.700585,28,32405.335977
554.856506,28,32408.72154
548.716221,28,32437.650799
80.607118,7,32439.151552
559.952369,28,32442.27739
557.366604,28,32445.711191
553.963217,28,32449.591421
555.689531,28,32452.635406
553.153247,28,32455.876954
72.190655,7,32457.117273
557.521388,28,32459.913102
548.896662,28,32462.566192
557.524744,28,32465.404546
554.160772,28,32468.599425
555.956529,28,32471.923939
82.380965,7,32473.196335
555.477009,28,32476.15568
554.638843,28,32479.433914
554.498547,28,32482.749716
81.276046,7,32484.188228
548.136206,28,32486.791028
556.220237,28,32489.682678
558.637087,28,32492.574191
553.910252,28,32495.816851
83.197057,7,32497.561394
558.582803,28,32500.492926
547.529085,28,32503.510933
553.042394,28,32507.763364
556.966004,28,32511.10481
556.570549,28,32514.620559
552.081536,28,32518.736966
556.656766,28,32522.118247
544.029939,28,32525.039065
83.528665,7,32526.334468
78.215474,7,32527.585602
42.527166,4,32529.758
556.739533,28,32533.0163
80.387355,7,32534.650542
79.400566,7,32536.289098
553.996863,28,32538.916562
553.476043,28,32543.718814
558.282411,28,32546.903842
557.035743,28,32550.595904
78.512,7,32551.868173
557.428874,28,32555.267977
557.604649,28,32558.4513
553.870127,28,32561.488849
78.005714,7,32562.786392
83.922286,7,32564.471704
78.870732,7,32566.328471
554.912436,28,32569.211509
544.589119,28,32572.137096
75.277351,7,32573.717691
555.220638,28,32576.808893
557.802427,28,32579.994685
553.894302,28,32583.537958
549.249336,28,32587.409541
558.619717,28,32590.453802
558.244317,28,32593.211425
545.704232,28,32596.807012
552.602676,28,32599.562541
559.215546,28,32603.426815
550.544301,28,32606.193576
549.959331,28,32609.336784
556.137086,28,32612.836641
552.498492,28,32615.995898
79.437566,7,32617.328601
548.40824,28,32620.350115
548.788113,28,32623.052999
555.251387,28,32627.538608
557.38909,28,32630.36141
555.558291,28,32632.924268
550.236424,28,32635.692713
554.800947,28,32638.547419
558.51814,28,32642.943857
551.088883,28,32645.704611
82.294741,7,32648.64105
552.907264,28,32651.89754
