#{"t_start": 1666814757.230863, "env_id": "smb-up-right-v0"}
r,l,t 
551.326061,28,53894.119847
548.785061,28,53897.991667
55.86523,5,53899.489236
555.169355,28,53902.609205
9.732114,1,53903.686901
555.588743,28,53906.134579
555.624569,28,53909.827379
559.005754,28,53913.363481
13.058581,1,53914.488985
556.417601,28,53917.305499
557.379958,28,53920.710109
546.05039,28,53923.820336
553.786482,28,53927.206787
557.173168,28,53930.641978
81.004789,7,53931.960636
559.320501,28,53934.66945
554.254446,28,53937.675031
548.953394,28,53941.226951
555.598821,28,53945.41539
554.22555,28,53948.404769
557.715879,28,53952.024295
553.732167,28,53955.078802
73.560726,7,53956.370607
556.072681,28,53959.960118
551.145402,28,53962.793729
558.139343,28,53966.163163
65.793132,6,53967.395676
549.30783,28,53971.10726
547.814778,28,53974.619255
557.635483,28,53977.632385
550.616746,28,53980.592563
12.053567,1,53981.619817
555.353115,28,53985.158254
553.789579,28,53987.981737
82.134575,7,53989.530619
546.546242,28,53992.600595
80.325533,7,53994.432627
555.384091,28,53997.267098
68.913492,6,53999.186903
556.09874,28,54002.197692
80.017595,7,54004.658165
556.963796,28,54008.365514
552.149231,28,54011.555969
555.096543,28,54014.595938
551.060084,28,54017.770364
80.419233,7,54019.266489
77.028296,7,54022.709208
554.420564,28,54027.070845
554.29866,28,54030.404681
553.033111,28,54033.211223
561.136786,28,54037.528975
557.298066,28,54041.338714
556.016843,28,54044.78374
554.169983,28,54048.118559
76.634391,7,54049.446176
68.427105,6,54051.012774
557.456498,28,54054.095191
552.661689,28,54057.106532
543.346794,28,54060.508388
67.240148,6,54062.262619
554.704491,28,54065.932546
551.113162,28,54068.753536
550.040022,28,54071.886562
552.039753,28,54074.803621
557.748999,28,54079.00435
555.875796,28,54082.584919
554.897918,28,54085.264518
555.169483,28,54088.279047
554.759481,28,54091.587689
83.224523,7,54093.091088
556.560516,28,54096.317571
555.817846,28,54099.644614
55.732066,5,54100.878342
86.485357,7,54102.503081
556.207328,28,54106.927388
79.401514,7,54134.743685
553.057748,28,54138.939067
549.688659,28,54141.917572
546.565508,28,54144.603495
75.925551,6,54146.006598
549.631614,28,54149.195606
552.873589,28,54152.825005
552.927573,28,54156.604335
68.731721,6,54157.889876
557.702773,28,54161.205726
66.519023,6,54163.12101
552.659142,28,54166.542127
561.112722,28,54169.734666
553.992526,28,54172.806824
556.297133,28,54176.293765
554.64074,28,54179.412811
549.175992,28,54183.990978
80.423694,7,54186.179738
552.124932,28,54190.418832
557.773967,28,54193.87968
77.840424,7,54195.321176
44.58349,4,54196.784748
559.220681,28,54201.449301
80.373319,7,54203.106508
554.533739,28,54206.279987
556.197289,28,54209.964884
551.526518,28,54212.597977
563.985261,28,54216.140664
552.556599,28,54219.326643
86.13132,7,54222.929538
555.998615,28,54226.75895
559.066681,28,54230.095407
558.012516,28,54233.119271
558.14183,28,54236.575929
80.504396,7,54237.888021
84.299944,7,54239.334394
552.705317,28,54242.853249
550.309353,28,54246.766866
555.629629,28,54250.028782
81.089852,7,54251.624503
550.666937,28,54255.506715
554.553144,28,54259.46658
558.840374,28,54262.507052
80.89592,7,54264.037212
558.109598,28,54267.628473
550.002486,28,54298.630905
559.24141,28,54302.22327
554.456008,28,54305.611418
554.219941,28,54308.307016
558.005638,28,54311.187198
556.82644,28,54314.211348
552.766539,28,54318.435456
551.591053,28,54321.402425
551.033422,28,54324.869503
555.398093,28,54328.362609
81.289158,7,54330.070865
557.548426,28,54333.848636
552.792715,28,54339.28912
11.867307,1,54343.682419
553.806466,28,54346.86253
558.218653,28,54350.350462
556.956406,28,54354.066004
548.248746,28,54358.419143
550.881389,28,54361.395768
555.710487,28,54364.562034
33.185992,3,54365.746004
555.016841,28,54369.22747
80.533305,7,54370.762443
80.779474,7,54372.208041
552.437456,28,54375.484825
558.52423,28,54378.40323
12.064887,1,54379.470523
546.772097,28,54382.853131
558.909385,28,54385.843741
552.926202,28,54388.778456
83.039246,7,54390.575594
553.741667,28,54393.951084
551.491219,28,54396.477487
552.377551,28,54399.593163
549.692919,28,54402.455178
554.403236,28,54406.118784
542.17727,28,54409.774439
80.142381,7,54411.173095
559.608735,28,54414.397147
556.41401,28,54419.223702
550.552616,28,54423.44674
551.870556,28,54426.618417
551.355554,28,54429.420555
548.372671,28,54432.690957
551.636724,28,54436.172023
550.944522,28,54438.924649
555.211893,28,54442.087069
551.163662,28,54445.161383
553.276733,28,54448.72227
84.123364,7,54450.366307
548.606393,28,54454.332981
80.330208,7,54456.132366
79.922895,7,54457.59703
553.065868,28,54461.555406
551.49166,28,54464.975656
554.755654,28,54493.588419
56.104527,5,54494.891744
559.899773,28,54498.601106
550.437422,28,54501.772719
555.751244,28,54504.854534
550.38492,28,54508.319895
554.566263,28,54511.888314
549.904817,28,54515.576109
556.803311,28,54519.111691
557.643506,28,54522.072854
549.305481,28,54525.547128
79.872873,7,54526.932077
553.146881,28,54530.647015
556.623453,28,54533.962133
559.80444,28,54537.38991
555.653877,28,54540.780706
557.705434,28,54544.09622
552.720156,28,54547.192382
8.660409,1,54550.698599
78.134285,7,54552.04001
84.666657,7,54553.429198
79.736743,7,54554.752651
549.079141,28,54557.733773
556.765012,28,54561.28288
556.206429,28,54592.562229
81.908882,7,54595.610216
555.614363,28,54598.770293
556.012571,28,54602.247938
79.635362,7,54603.60626
555.701132,28,54608.07504
77.702748,7,54609.393113
553.262915,28,54612.904795
557.994253,28,54616.385208
557.795487,28,54619.553133
547.785289,28,54622.154512
36.584172,3,54623.707076
551.936131,28,54627.176101
552.452984,28,54630.273165
79.999058,7,54633.510125
13.122692,1,54635.326155
541.978808,28,54638.424994
82.588766,7,54639.987789
556.299359,28,54643.342878
553.435831,28,54646.804428
87.030355,7,54648.63765
554.860071,28,54651.635525
81.10811,7,54652.927299
78.730873,7,54654.413857
550.300597,28,54658.400381
553.308429,28,54661.630044
554.989569,28,54665.024753
71.155906,6,54666.500485
80.621315,7,54668.119611
548.635208,28,54672.095691
553.410655,28,54675.459148
554.713493,28,54678.725047
551.580178,28,54682.119668
551.860627,28,54685.514238
80.678657,7,54686.822866
82.538896,7,54689.081539
78.513535,7,54690.436523
556.247631,28,54693.810664
553.875997,28,54696.680434
33.366676,3,54697.825934
554.269022,28,54701.425022
557.355956,28,54703.841971
552.793302,28,54707.150831
553.670754,28,54710.074672
553.138965,28,54713.817732
554.394549,28,54717.736742
554.224928,28,54720.526343
554.842233,28,54723.914929
552.115778,28,54727.081794
78.296007,7,54728.49556
551.028624,28,54732.220884
555.857824,28,54735.158872
558.512885,28,54738.68169
553.142637,28,54741.507823
555.793614,28,54744.773153
553.410668,28,54749.248067
85.865785,7,54751.152084
553.124544,28,54755.239454
554.826854,28,54758.382817
558.757493,28,54762.055397
76.227928,7,54763.368368
79.440269,7,54765.076575
81.062297,7,54766.543194
551.803051,28,54769.361064
557.705767,28,54772.710247
556.719821,28,54775.931381
558.365151,28,54778.949688
553.925428,28,54783.225197
557.202215,28,54786.411947
557.3648,28,54789.785241
556.49782,28,54792.947645
558.015325,28,54796.441588
79.391916,7,54797.699918
80.674665,7,54799.006126
81.046704,7,54800.37504
556.457529,28,54803.835638
78.801372,7,54805.284239
552.004785,28,54808.34226
557.461374,28,54811.164872
554.590391,28,54814.683369
548.310779,28,54817.175456
555.537238,28,54820.338062
556.969142,28,54823.437439
555.609724,28,54826.979722
554.503622,28,54830.792066
554.305918,28,54834.021768
10.182907,1,54835.262476
555.53823,28,54838.230962
557.20918,28,54841.553754
549.684302,28,54844.68609
548.855877,28,54848.082617
549.409861,28,54851.794716
556.636919,28,54855.043077
556.417632,28,54858.229395
555.31124,28,54862.705567
552.620477,28,54866.313601
555.685667,28,54869.530465
547.933867,28,54872.882879
556.326834,28,54876.659964
555.008994,28,54880.107044
555.528534,28,54883.268996
550.931819,28,54886.346571
79.989916,7,54887.928276
556.455681,28,54891.855383
555.315674,28,54895.493511
554.83735,28,54898.711839
553.697991,28,54902.077412
557.714909,28,54906.457886
556.24615,28,54909.873306
82.059284,7,54911.122105
510.659253,26,54914.122238
554.990794,28,54917.071327
540.881996,28,54920.664678
551.743675,28,54925.165544
557.198108,28,54928.514221
80.369634,7,54930.019025
76.891789,7,54931.320115
551.437136,28,54934.256492
553.269294,28,54937.864975
555.395738,28,54941.691347
554.235638,28,54944.767608
551.541167,28,54947.625992
552.926715,28,54951.086466
548.311945,28,54954.45013
555.266836,28,54958.083271
552.686917,28,54960.981367
553.864763,28,54964.3679
558.806839,28,54967.473446
549.424558,28,54970.217336
556.107974,28,54973.806754
557.231529,28,54976.76118
81.661219,7,54978.667888
557.680154,28,54982.835454
9.603428,1,54983.859376
557.21389,28,54986.631341
551.687452,28,54989.70308
554.731986,28,55020.086576
554.810917,28,55023.127962
552.357626,28,55026.270094
556.952136,28,55029.654923
77.901891,7,55031.396234
553.860271,28,55034.735209
549.780036,28,55038.012966
66.890569,6,55039.259451
553.123705,28,55043.230869
557.411633,28,55046.658558
557.233819,28,55051.441031
80.685232,7,55052.891421
557.771402,28,55056.268477
551.039729,28,55059.459275
555.068118,28,55063.611714
540.095667,28,55067.670149
548.252908,28,55070.799398
553.850376,28,55074.342558
558.023214,28,55077.845681
68.441612,6,55079.472984
553.092151,28,55082.76202
556.897603,28,55085.446373
555.715342,28,55088.384613
555.843781,28,55091.562142
552.541871,28,55095.139762
554.041084,28,55098.47421
543.631008,28,55103.687096
549.121978,28,55106.897508
79.781501,7,55108.15369
557.212176,28,55111.294899
554.176576,28,55114.652617
82.651881,7,55115.968988
547.736587,28,55119.237201
555.970195,28,55122.755635
80.967123,7,55124.365288
557.346799,28,55127.602067
556.904903,28,55130.980953
555.152067,28,55133.895636
77.170654,7,55135.513595
43.208777,4,55136.927146
556.880387,28,55140.556216
8.07856,1,55141.734299
553.191819,28,55145.322841
556.032057,28,55150.620449
79.502666,7,55151.953218
66.531757,6,55153.622926
552.794364,28,55157.158958
554.625855,28,55160.441739
557.576691,28,55163.904023
552.477428,28,55166.83499
555.122507,28,55170.210293
553.868086,28,55173.183655
550.131113,28,55176.138871
79.655653,7,55177.51931
553.681462,28,55180.031529
543.182,28,55183.211408
559.950683,28,55186.028903
549.655359,28,55189.48687
82.147046,7,55190.875497
557.379098,28,55194.132852
81.094422,7,55195.474876
553.752342,28,55198.796008
552.230122,28,55202.124943
556.84819,28,55205.221063
552.422826,28,55208.649113
553.148244,28,55212.047563
555.550166,28,55215.519799
552.696859,28,55218.6294
556.110872,28,55222.007694
558.690699,28,55225.554199
556.839495,28,55228.5736
549.16985,28,55232.600854
541.529982,28,55236.398952
546.924164,28,55240.719164
553.882003,28,55243.870708
554.812959,28,55247.900279
559.879424,28,55250.641598
555.211302,28,55254.107072
555.174006,28,55257.436973
555.433794,28,55261.282316
26.091194,2,55262.744697
557.749163,28,55266.413974
82.434001,7,55267.856921
552.750862,28,55270.704569
554.365477,28,55275.040853
558.016279,28,55278.740954
551.935852,28,55282.307951
553.571002,28,55286.005551
552.852566,28,55289.7032
559.161558,28,55292.672851
554.78967,28,55295.789076
553.3154,28,55298.754996
84.835972,7,55300.151241
556.43851,28,55302.725243
80.891713,7,55304.329705
78.700678,7,55305.826396
558.531086,28,55309.27181
81.554508,7,55311.714551
555.830165,28,55315.833177
81.198581,7,55317.31534
553.419555,28,55320.41024
557.101194,28,55323.517289
554.332743,28,55326.451165
8.804911,1,55328.318055
558.371906,28,55332.196676
44.882637,4,55333.627119
551.658561,28,55336.845732
557.649108,28,55341.315497
79.279148,7,55342.695218
557.720258,28,55347.030251
545.050146,28,55351.483235
552.782032,28,55354.54844
80.408231,7,55356.039816
557.203005,28,55359.382903
557.980595,28,55362.502226
557.445767,28,55365.98346
553.847208,28,55368.991345
81.241405,7,55370.435481
64.241692,6,55371.755322
556.942798,28,55375.511252
81.11964,7,55377.227857
554.703232,28,55380.159306
548.94212,28,55383.6939
555.930033,28,55387.106274
81.99355,7,55388.625652
553.124538,28,55391.76797
81.335389,7,55393.11362
559.697242,28,55396.257424
549.979044,28,55399.752261
551.89991,28,55402.844497
556.866544,28,55406.054322
551.618313,28,55409.451482
558.656393,28,55412.785667
553.221935,28,55416.291553
556.562315,28,55419.437772
549.544456,28,55422.522922
70.755069,6,55424.105687
78.94141,7,55425.431525
558.337319,28,55429.669241
79.427667,7,55430.953474
555.820868,28,55434.512136
555.410596,28,55437.932097
42.490542,4,55439.192942
558.778372,28,55442.529896
80.418628,7,55443.939991
555.89035,28,55447.14889
554.736252,28,55450.563927
553.396653,28,55453.642247
554.566098,28,55457.268765
556.078121,28,55460.560052
78.374151,7,55461.947572
556.580346,28,55465.109774
79.182347,7,55466.751207
551.451405,28,55470.066535
556.930739,28,55473.341404
547.622646,28,55475.89846
555.640164,28,55478.680098
558.698714,28,55482.983424
554.505993,28,55486.052176
555.512476,28,55489.505608
556.740822,28,55492.421582
556.489151,28,55496.668838
75.4615,7,55497.936208
556.233783,28,55501.036216
551.214151,28,55504.986598
557.981538,28,55508.196653
553.704072,28,55511.378066
555.576333,28,55514.623753
557.525605,28,55518.030572
80.779545,7,55519.831509
557.622526,28,55523.159488
557.963777,28,55526.688462
547.270095,28,55529.683751
80.324191,7,55531.007529
85.443242,7,55532.921364
550.124369,28,55536.945374
82.628468,7,55538.267534
552.976654,28,55541.215457
81.621179,7,55542.611181
555.423666,28,55545.860765
556.472578,28,55548.936313
553.655096,28,55551.95041
557.83284,28,55555.332791
76.452052,7,55556.805735
80.664241,7,55558.076079
559.056607,28,55561.776937
545.460391,28,55567.340052
558.573893,28,55570.0333
552.061174,28,55574.04221
83.02388,7,55575.354857
553.385309,28,55578.354233
555.757723,28,55582.005028
55.698046,5,55583.453351
554.181247,28,55586.573372
560.712706,28,55589.238587
81.751098,7,55590.579043
80.060197,7,55591.865469
20.714343,2,55593.711975
82.001057,7,55595.047571
553.593787,28,55598.456841
13.252239,1,55599.495364
555.80607,28,55602.885694
554.132582,28,55606.126177
558.591785,28,55609.241289
551.020605,28,55612.018225
554.286162,28,55615.487925
543.862953,28,55618.865761
555.296206,28,55621.924069
556.05157,28,55625.090677
554.819767,28,55628.615595
554.592139,28,55631.925755
549.57642,28,55635.581303
556.302834,28,55638.962306
555.227637,28,55642.151874
80.897981,7,55643.531309
554.40995,28,55646.97758
551.467145,28,55650.965526
554.660343,28,55654.184511
8.730932,1,55655.462438
554.471832,28,55658.856252
558.805691,28,55662.496231
553.109999,28,55665.462721
550.978091,28,55668.556885
553.693321,28,55671.917537
82.337076,7,55673.456177
552.969719,28,55676.204173
557.402155,28,55679.6545
557.648986,28,55683.228285
549.942527,28,55685.947718
65.830159,6,55687.193648
557.743454,28,55690.743518
550.212363,28,55694.022898
80.341222,7,55695.708843
81.343078,7,55697.231001
560.309025,28,55700.493035
83.817683,7,55701.716876
553.618735,28,55704.860101
550.80684,28,55707.934517
557.142901,28,55711.332681
553.647639,28,55714.831302
556.104245,28,55718.526027
554.857888,28,55721.359808
550.454521,28,55725.218115
558.557643,28,55728.29591
86.97542,7,55729.91752
550.393091,28,55732.515794
554.041214,28,55735.721612
564.837185,28,55739.205783
553.109533,28,55742.638381
555.926873,28,55745.85762
554.894412,28,55749.521735
557.025476,28,55752.841891
554.613873,28,55756.202317
557.082726,28,55759.549612
555.075652,28,55762.738393
557.526851,28,55766.294751
554.364969,28,55769.741233
556.242721,28,55773.324697
555.908051,28,55776.781282
556.799086,28,55779.872522
555.787727,28,55783.260869
557.421559,28,55786.842309
81.881252,7,55789.076976
551.531189,28,55792.121884
11.456748,1,55793.745876
550.201367,28,55796.619257
557.034413,28,55799.683185
555.89145,28,55802.788872
553.512754,28,55806.361565
10.529,1,55807.507274
82.156384,7,55808.981812
553.442991,28,55813.093569
556.201521,28,55816.198887
559.49916,28,55819.725855
558.094312,28,55823.201027
555.02284,28,55825.810032
553.022599,28,55828.757018
557.864845,28,55831.867902
556.571664,28,55834.793222
79.905599,7,55836.436176
546.969306,28,55840.309661
557.998713,28,55843.576182
544.991286,28,55846.847594
60.869685,5,55848.256063
546.647305,28,55851.511704
81.751823,7,55853.425853
8.525568,1,55854.595017
12.66323,1,55855.626257
80.923921,7,55857.052853
543.221258,28,55860.147385
550.518923,28,55864.233492
551.410305,28,55867.684035
78.911008,7,55869.588319
556.56209,28,55873.591867
79.696182,7,55875.961782
555.095648,28,55879.295767
553.602243,28,55883.827541
78.768853,7,55885.23354
556.892308,28,55888.765002
557.128555,28,55891.7589
556.938697,28,55894.51759
539.655287,28,55897.3552
550.908066,28,55901.5719
81.161994,7,55903.040483
558.763583,28,55906.282751
550.012266,28,55909.879456
558.248072,28,55913.109979
545.003757,28,55915.763732
79.774115,7,55917.17517
81.749071,7,55918.490047
79.276074,7,55919.862167
554.852168,28,55923.150414
542.255586,28,55927.87891
555.063374,28,55931.404114
559.408765,28,55934.666164
552.259293,28,55938.285449
550.526383,28,55941.601566
546.768209,28,55944.597698
67.333268,6,55946.644132
83.24079,7,55948.022913
556.072292,28,55951.408529
78.247068,7,55952.727932
549.420285,28,55956.416196
554.98942,28,55959.808229
552.398135,28,55963.037692
80.385693,7,55964.631639
548.043917,28,55967.70896
552.027425,28,55970.84303
79.293153,7,55972.589535
551.082776,28,55975.812354
557.928062,28,55978.615466
545.328931,28,55984.388534
82.527471,7,55985.866461
60.272802,5,55987.273267
555.542718,28,55990.776719
557.244449,28,55994.469547
549.122157,28,55997.787568
553.943941,28,56000.865471
555.509202,28,56004.291414
79.472665,7,56005.675231
600.049619,28,56008.768171
550.17474,28,56012.504113
552.280015,28,56015.382673
556.936565,28,56018.769526
547.453884,28,56022.498788
555.532698,28,56052.875649
558.343952,28,56055.803498
85.901924,7,56057.58885
78.461559,7,56059.191422
555.664545,28,56062.680438
554.284706,28,56065.456306
555.222225,28,56068.516469
555.906101,28,56072.055654
552.581267,28,56075.047355
84.548214,7,56076.360338
82.992294,7,56077.770832
554.083929,28,56080.483297
556.071146,28,56083.849046
552.83668,28,56086.907243
555.332033,28,56090.20517
554.735573,28,56093.546041
552.955089,28,56096.971667
555.318648,28,56100.46912
555.003315,28,56103.23494
558.439846,28,56106.377495
81.668318,7,56107.814404
557.766542,28,56111.11276
551.648162,28,56114.949416
43.411437,4,56116.614261
558.467712,28,56120.089605
552.337095,28,56122.617414
547.458031,28,56126.501204
556.010275,28,56129.468449
551.609611,28,56132.850517
79.923905,7,56134.243834
557.288295,28,56137.663168
558.288219,28,56142.133404
84.633265,7,56143.556992
559.104693,28,56148.156663
557.689249,28,56152.50286
558.549006,28,56155.820801
66.536167,6,56157.118475
574.01511,28,56160.179021
556.461258,28,56163.791915
555.319785,28,56167.581279
556.506252,28,56171.010746
555.905928,28,56174.505079
548.756037,28,56177.537589
548.866125,28,56180.364165
555.121732,28,56183.236247
553.410822,28,56186.226999
551.230206,28,56189.092111
551.591548,28,56192.490314
556.237847,28,56196.359483
556.462515,28,56199.720926
554.450124,28,56202.570507
79.792056,7,56204.050342
31.427022,3,56205.210204
554.526285,28,56208.330763
553.770842,28,56211.49525
19.879232,2,56212.792677
541.902654,28,56216.865117
554.398805,28,56220.236295
543.822493,28,56223.993653
79.824299,7,56225.665153
544.549356,28,56229.673003
79.812948,7,56232.280689
554.765788,28,56260.441578
552.397437,28,56263.824867
554.610432,28,56267.132591
554.83794,28,56270.322229
556.960178,28,56274.100898
553.280387,28,56277.165694
557.510618,28,56280.322069
556.063485,28,56283.438695
57.68773,5,56285.339989
80.683479,7,56286.596966
559.53841,28,56289.811422
558.230428,28,56293.385747
548.17217,28,56296.472283
81.125056,7,56298.427527
556.82116,28,56301.740389
557.873149,28,56306.254635
81.005648,7,56307.571229
560.27665,28,56310.834541
554.468703,28,56313.993598
554.168161,28,56317.053976
80.744408,7,56318.39274
553.644681,28,56321.485781
76.55365,7,56323.154909
83.809157,7,56324.587545
70.091404,6,56326.080064
557.80468,28,56329.685265
553.018282,28,56332.783965
80.627378,7,56334.23037
553.282557,28,56337.092817
553.423063,28,56340.74231
553.717793,28,56343.792915
556.943063,28,56347.24361
84.949772,7,56348.974407
549.556058,28,56352.014493
9.224453,1,56353.284244
78.890926,7,56354.655858
554.044821,28,56357.784721
557.727442,28,56360.84719
78.358009,7,56362.148342
552.258361,28,56365.340552
548.473107,28,56368.651003
553.13835,28,56371.431131
554.41647,28,56375.380033
555.705393,28,56378.339014
552.906719,28,56382.118958
554.443062,28,56385.469497
556.445574,28,56388.842895
553.865451,28,56392.763783
557.257327,28,56396.166819
555.341529,28,56399.726594
549.269626,28,56403.680278
547.471886,28,56407.286271
556.870289,28,56410.688116
554.727417,28,56413.268106
556.744689,28,56416.520692
55.968068,5,56417.824186
556.938491,28,56421.987859
558.378787,28,56425.307974
560.087658,28,56428.457956
557.770096,28,56432.339305
548.39498,28,56435.156096
80.425715,7,56436.682961
555.918331,28,56440.816294
552.540976,28,56443.847728
554.334946,28,56446.774887
551.200244,28,56450.244295
549.92558,28,56454.004953
556.846702,28,56457.212077
550.267922,28,56460.63453
552.910462,28,56463.305927
549.662346,28,56466.535191
549.436071,28,56470.336833
79.193145,7,56471.939484
551.66465,28,56475.669308
554.837132,28,56478.901943
547.599725,28,56481.514821
557.382472,28,56485.848015
557.925895,28,56489.263551
75.507674,6,56490.647079
555.1923,28,56493.904433
557.903101,28,56497.079149
552.9388,28,56500.877095
78.717453,7,56502.153977
80.867692,7,56503.471631
76.639728,7,56505.163805
80.136781,7,56506.688993
550.549314,28,56509.673198
555.025204,28,56512.847481
555.793921,28,56515.888207
555.203967,28,56519.3535
552.807464,28,56522.421448
552.126044,28,56526.828274
553.135868,28,56529.800769
551.599064,28,56534.042936
554.771245,28,56537.520053
557.103704,28,56541.380154
548.559398,28,56544.118894
13.216759,1,56545.379589
556.943498,28,56548.115389
560.300305,28,56551.371721
556.873433,28,56554.90161
78.865078,7,56556.340804
557.211372,28,56559.721979
546.816163,28,56562.58832
555.806152,28,56567.172411
556.532743,28,56570.377077
9.784869,1,56571.510671
553.304388,28,56575.025664
557.274649,28,56578.680666
548.769958,28,56581.807819
556.578818,28,56585.472811
554.098927,28,56588.554292
555.889858,28,56591.630996
551.902914,28,56595.446627
72.571839,6,56597.891968
552.324886,28,56601.388963
80.61442,7,56602.742774
554.236335,28,56606.100919
552.827762,28,56609.651818
548.282928,28,56614.179049
553.652412,28,56617.831798
552.031902,28,56620.775016
555.153469,28,56624.137496
80.123352,7,56625.527485
80.544608,7,56626.90808
556.262965,28,56630.136314
556.876574,28,56633.834105
561.566032,28,56636.646143
84.639797,7,56638.230457
559.727711,28,56641.971421
552.641087,28,56645.025155
557.747479,28,56648.22609
80.592951,7,56649.700054
559.918734,28,56653.692011
80.152433,7,56655.290563
613.539964,28,56658.622339
566.548935,28,56662.150772
80.810299,7,56664.476774
543.381708,28,56668.151846
557.318408,28,56671.870841
554.270734,28,56675.101445
553.61244,28,56677.980393
79.992192,7,56679.312418
569.123473,28,56682.492765
571.129094,28,56685.85224
77.109615,7,56687.25675
80.943719,7,56688.666275
574.1037,28,56692.144137
79.592373,7,56693.613562
573.902739,28,56696.626977
556.501943,28,56700.050444
554.555455,28,56703.367461
555.78345,28,56706.63358
556.596128,28,56710.20452
80.335368,7,56711.629867
547.383282,28,56715.620187
63.85232,6,56717.287195
553.420432,28,56720.272643
583.663337,28,56724.311503
556.202378,28,56727.350763
80.962284,7,56728.693299
561.950857,28,56732.048789
553.522757,28,56735.31081
881.180911,28,56738.406558
548.873183,28,56741.693527
558.670712,28,56745.037148
557.691926,28,56748.160004
548.097229,28,56751.414987
556.634658,28,56754.333157
550.325023,28,56757.248669
559.582298,28,56761.101723
8.739389,1,56762.27011
553.271537,28,56765.194939
546.2444,28,56768.257864
549.390443,28,56771.892014
557.759742,28,56775.337915
555.865275,28,56778.64019
549.179388,28,56782.812289
553.105471,28,56786.19597
551.420369,28,56789.770748
554.710382,28,56792.740093
555.660821,28,56796.407689
555.768188,28,56799.639851
549.746442,28,56802.641638
555.456635,28,56805.947844
79.045299,7,56807.582891
553.102248,28,56810.787291
546.48738,28,56813.72263
556.341078,28,56816.86977
554.025078,28,56820.588073
65.727196,6,56821.846677
552.953779,28,56824.885746
556.024863,28,56828.895286
555.087134,28,56832.015619
553.54374,28,56835.192595
553.822058,28,56838.625024
55.709085,5,56839.805371
551.992294,28,56844.143752
552.056787,28,56847.551984
553.226587,28,56850.53938
556.157496,28,56853.306683
555.560736,28,56856.837974
81.39187,7,56858.30745
554.131302,28,56861.454295
554.204629,28,56864.751866
555.211636,28,56868.084411
555.611962,28,56871.540345
79.802211,7,56872.772566
559.170348,28,56876.728967
557.271064,28,56906.588979
547.052731,28,56909.449433
553.004154,28,56912.179406
552.665231,28,56915.456487
554.342385,28,56918.843058
556.273296,28,56924.200294
547.68007,28,56927.412582
553.244736,28,56931.341865
553.111469,28,56934.636274
556.575302,28,56938.615566
554.708385,28,56941.900466
556.680566,28,56945.262658
82.760192,7,56946.537529
541.423428,28,56950.641688
548.046448,28,56953.685008
555.285491,28,56956.999802
557.946332,28,56960.114676
552.263153,28,56962.717573
548.540626,28,56965.811861
80.663514,7,56967.413589
554.981222,28,56970.825873
556.785904,28,56974.22726
555.633358,28,56977.37319
556.707662,28,56980.823789
558.804007,28,56984.380141
553.870582,28,56987.812168
551.662759,28,56991.410149
79.615595,7,56992.737154
552.812787,28,56995.891447
554.206542,28,56999.293027
555.926741,28,57001.80665
76.328411,7,57003.217925
556.050993,28,57007.583799
84.604887,7,57009.267734
555.918193,28,57012.451973
553.301913,28,57018.208611
556.239464,28,57022.522402
552.881574,28,57025.911716
556.608265,28,57028.488793
556.189416,28,57032.019037
80.444576,7,57033.473844
552.075233,28,57036.714857
556.714386,28,57039.612916
549.684237,28,57043.800837
553.544237,28,57047.041022
558.791379,28,57050.518191
81.328841,7,57078.569227
555.449803,28,57081.745096
555.955572,28,57084.817265
556.528284,28,57088.28514
555.93532,28,57091.811526
79.440206,7,57093.103289
548.778132,28,57095.901325
78.956409,7,57097.406081
76.510006,7,57098.699207
556.401568,28,57101.82625
555.904658,28,57105.816951
551.936662,28,57109.15749
552.666945,28,57112.079777
547.426132,28,57115.496686
557.988776,28,57118.8259
556.72399,28,57121.702315
551.928932,28,57124.837905
557.557485,28,57127.339644
557.021523,28,57130.571326
66.019479,6,57131.972693
552.723944,28,57134.980909
557.781924,28,57138.536018
549.641958,28,57142.161435
549.58175,28,57145.581228
553.537665,28,57148.608942
547.005732,28,57152.533727
551.62103,28,57155.709018
552.110968,28,57158.668153
552.452584,28,57161.300223
77.620299,7,57162.722222
556.833605,28,57167.009101
83.007531,7,57168.747774
558.363788,28,57172.373063
539.593149,28,57175.381404
557.228662,28,57179.028123
552.523436,28,57182.002558
66.327819,6,57183.995874
79.569612,7,57185.278129
78.121983,7,57187.282195
81.152517,7,57188.585119
555.327693,28,57191.767591
555.939694,28,57195.136561
553.753914,28,57199.189389
553.724435,28,57202.655438
556.531446,28,57206.269443
555.767882,28,57209.045744
35.521304,3,57210.255206
556.780291,28,57213.581694
554.170597,28,57216.51698
541.400826,28,57220.235553
556.684808,28,57223.556393
554.748978,28,57226.451716
555.811922,28,57229.69728
79.261962,7,57231.122315
554.934661,28,57234.59249
547.564761,28,57238.155944
548.979391,28,57241.457351
77.347181,7,57243.021527
551.762528,28,57246.28453
556.587687,28,57249.392673
555.5958,28,57252.918821
546.913547,28,57256.037438
10.666876,1,57257.279865
553.313044,28,57262.608471
555.779298,28,57265.90341
546.07434,28,57269.627857
552.710608,28,57272.839268
81.642586,7,57274.830653
555.262007,28,57278.096658
543.886665,28,57280.693187
547.173419,28,57283.490916
551.326907,28,57286.775521
549.432935,28,57290.760207
557.911692,28,57294.224642
555.621491,28,57297.717347
552.79108,28,57301.113087
